Ciudad_Municipio;ESTRATO;Municipio_Origen;Municipio_Destino;Motivo_Viaje
Zipaquirá;No aplica;Zipaquirá;Zipaquirá;A realizar algún trámite personal
Sopó;No aplica;Sopó;Zipaquirá;A trabajar
Sopó;No aplica;Zipaquirá;Sopó;A regresar al hogar
Tenjo;No aplica;Tenjo;Sopó;A trabajar
Tenjo;No aplica;Sopó;Tenjo;A regresar al hogar
El Rosal;No aplica;El Rosal;Tenjo;A trabajar
El Rosal;No aplica;Tenjo;El Rosal;A regresar al hogar
Zipaquirá;No aplica;Zipaquirá;Zipaquirá;A trabajar
Gachancipá;No aplica;Gachancipá;Funza;A trabajar
Gachancipá;No aplica;Funza;Gachancipá;A regresar al hogar
Facatativá;No aplica;Facatativá;Madrid;A trabajar
Facatativá;No aplica;Madrid;Facatativá;A regresar al hogar
Facatativá;No aplica;Facatativá;Facatativá;A trabajar
Facatativá;No aplica;Facatativá;Facatativá;A Estudiar
Facatativá;No aplica;Facatativá;Facatativá;A regresar al hogar
Subachoque;No aplica;Subachoque;El Rosal;A trabajar
Subachoque;No aplica;El Rosal;Subachoque;A regresar al hogar
Facatativá;No aplica;Facatativá;Facatativá;A realizar algún trámite personal
Facatativá;No aplica;Facatativá;Facatativá;A visitar a alguien
Chía;No aplica;Chía;Cajicá;A realizar compras
Subachoque;No aplica;Subachoque;Tabio;A trabajar
Subachoque;No aplica;Tabio;Subachoque;A regresar al hogar
Cajicá;No aplica;Cajicá;Chía;A Estudiar
Facatativá;No aplica;Facatativá;El Rosal;A trabajar
Facatativá;No aplica;El Rosal;Facatativá;A regresar al hogar
Bojacá;No aplica;Bojacá;Facatativá;A asuntos médicos personales
Bojacá;No aplica;Bojacá;Funza;A trabajar
Bojacá;No aplica;Funza;Bojacá;A regresar al hogar
Facatativá;No aplica;Facatativá;Tenjo;A trabajar
Facatativá;No aplica;Tenjo;Facatativá;A regresar al hogar
Subachoque;No aplica;Subachoque;Madrid;A trabajar
Subachoque;No aplica;Madrid;Subachoque;A regresar al hogar
Facatativá;No aplica;Facatativá;Facatativá;A llevar y/o dejar algo
Facatativá;No aplica;Facatativá;Zipacón;A trabajar
Facatativá;No aplica;Zipacón;Facatativá;A regresar al hogar
Tabio;No aplica;Tabio;Madrid;A trabajar
Tabio;No aplica;Tabio;Cajicá;A trabajar
Sopó;No aplica;Sopó;Suesca;A llevar y/o dejar algo
Gachancipá;No aplica;Gachancipá;Gachancipá;A visitar a alguien
Subachoque;No aplica;Subachoque;Cajicá;Conduzco vehículo como forma de trabajo
Subachoque;No aplica;Cajicá;Subachoque;A regresar al hogar
Zipaquirá;No aplica;Zipaquirá;Cajicá;A trabajar
Zipaquirá;No aplica;Cajicá;Zipaquirá;A regresar al hogar
Facatativá;No aplica;Facatativá;Cota;A trabajar
Zipaquirá;No aplica;Zipaquirá;Tocancipá;A realizar algún trámite personal
Zipaquirá;No aplica;Tocancipá;Zipaquirá;A regresar al hogar
Gachancipá;No aplica;Gachancipá;Zipaquirá;A trabajar
Gachancipá;No aplica;Zipaquirá;Gachancipá;A regresar al hogar
Mosquera;No aplica;Funza;Mosquera;A regresar al hogar
Madrid;No aplica;Madrid;Bogotá;A Estudiar
Tabio;No aplica;Tabio;Chía;A trabajar
Tabio;No aplica;Chía;Tabio;A regresar al hogar
Gachancipá;No aplica;Gachancipá;Gachancipá;A realizar algún trámite personal
Bojacá;No aplica;Bogotá;Bojacá;A regresar al hogar
Bojacá;No aplica;Bojacá;Bojacá;A realizar compras
Mosquera;No aplica;Bogotá;Bogotá;A realizar algún trámite personal
Facatativá;No aplica;Facatativá;Bogotá;A asuntos médicos personales
Facatativá;No aplica;Bogotá;Facatativá;A regresar al hogar
Madrid;No aplica;Madrid;Zipaquirá;A trabajar
Madrid;No aplica;Zipaquirá;Madrid;A regresar al hogar
Madrid;No aplica;Funza;Madrid;A regresar al hogar
Facatativá;No aplica;Facatativá;Facatativá;A realizar actividades físicas y/o deportivas
Bojacá;No aplica;Bojacá;Bojacá;A Estudiar
Facatativá;No aplica;Facatativá;Fusagasugá;A trabajar
Facatativá;No aplica;Fusagasugá;Facatativá;A regresar al hogar
Funza;No aplica;Funza;Cota;A trabajar
Sopó;No aplica;Sopó;La Calera;A trabajar
Sopó;No aplica;La Calera;Sopó;A regresar al hogar
Sopó;No aplica;Sopó;Cajicá;A Estudiar
Sopó;No aplica;Cajicá;Sopó;A regresar al hogar
Facatativá;No aplica;Facatativá;Funza;A trabajar
Facatativá;No aplica;Funza;Facatativá;A regresar al hogar
Facatativá;No aplica;Facatativá;Facatativá;A acompañar a alguien sin remuneración
Bojacá;No aplica;Bojacá;Subachoque;A trabajar
Bojacá;No aplica;Subachoque;Bojacá;A regresar al hogar
Facatativá;No aplica;Cota;Facatativá;A regresar al hogar
Zipaquirá;No aplica;Zipaquirá;Chía;A trabajar
Zipaquirá;No aplica;Chía;Zipaquirá;A regresar al hogar
Facatativá;No aplica;Facatativá;Bogotá;A trabajar
Bogotá;2;Bogotá;La Calera;A Estudiar
Bogotá;3;Tocaima;Bogotá;A regresar al hogar
Bogotá;6;Bogotá;Bogotá;A realizar algún trámite personal
Bogotá;4;Bogotá;Tocancipá;A trabajar
Bogotá;4;Tocancipá;Bogotá;A regresar al hogar
Bojacá;No aplica;Bojacá;Bojacá;A acompañar a alguien sin remuneración
Bojacá;No aplica;Bojacá;Tabio;A trabajar
Bojacá;No aplica;Tabio;Bojacá;A regresar al hogar
Bogotá;6;Bogotá;Bogotá;A acompañar a alguien sin remuneración
Bogotá;6;Bogotá;Bogotá;A realizar actividades físicas y/o deportivas
Tabio;No aplica;Tabio;Tabio;A acompañar a alguien sin remuneración
Tabio;No aplica;Tabio;Tabio;A Estudiar
Cota;No aplica;Cota;Facatativá;A trabajar
Cota;No aplica;Facatativá;Cota;A regresar al hogar
Zipaquirá;No aplica;Sopó;Zipaquirá;A regresar al hogar
Bogotá;5;Bogotá;Bogotá;A realizar actividades físicas y/o deportivas
Sopó;No aplica;Sopó;Bogotá;A realizar algún trámite personal
Bogotá;6;Bogotá;Bogotá;A llevar y/o dejar algo
Bogotá;5;Bogotá;Bogotá;A realizar actividades recreativas y culturales
Bogotá;6;Bogotá;Zipaquirá;A trabajar
Bogotá;6;Zipaquirá;Bogotá;A regresar al hogar
Bogotá;6;Bogotá;Bogotá;A realizar compras
Bogotá;6;Bogotá;Chocontá;A trabajar
Bogotá;6;Chocontá;Bogotá;A regresar al hogar
Bogotá;5;Bogotá;Bogotá;A acompañar a alguien sin remuneración
Mosquera;No aplica;Mosquera;Cota;A trabajar
Mosquera;No aplica;Cota;Mosquera;A regresar al hogar
Cajicá;No aplica;Zipaquirá;Cajicá;A regresar al hogar
Bogotá;4;Bogotá;Mosquera;A realizar algún trámite personal
Bogotá;4;Mosquera;Bogotá;A regresar al hogar
Sopó;No aplica;Sopó;Sopó;A Estudiar
Cajicá;No aplica;Cajicá;Cajicá;A Estudiar
Bogotá;5;Bogotá;Bogotá;A realizar compras
Cajicá;No aplica;Cajicá;Cajicá;A llevar y/o dejar algo
Bogotá;6;Bogotá;Bogotá;A asuntos médicos personales
Bogotá;4;Bogotá;Soacha;A asuntos médicos personales
Bogotá;4;Soacha;Bogotá;A regresar al hogar
Bogotá;6;Bogotá;Bogotá;A visitar a alguien
Bogotá;5;Bogotá;Bogotá;A visitar a alguien
Bogotá;6;Bogotá;Cajicá;A realizar algún trámite personal
Bogotá;6;Cajicá;Bogotá;A regresar al hogar
Bogotá;4;Bogotá;Bogotá;A realizar actividades recreativas y culturales
Bogotá;6;Bogotá;Bogotá;A realizar actividades recreativas y culturales
Bogotá;5;Bogotá;Bogotá;A asuntos médicos personales
Chía;No aplica;Chía;Chía;A visitar a alguien
Bogotá;3;Bogotá;Bogotá;A realizar actividades físicas y/o deportivas
Bogotá;5;Bogotá;Chía;A Estudiar
Bogotá;6;Bogotá;Chía;A visitar a alguien
Bogotá;3;Bogotá;Tocancipá;A trabajar
Bogotá;3;Tocancipá;Bogotá;A regresar al hogar
Itagui;3;Itagui;Medellin;Al Trabajo
Medellin;3;Medellin;Itagui;Regreso a casa
Medellin;2;Medellin;Medellin;Al Trabajo
Medellin;2;Medellin;Medellin;Regreso a casa
Medellin;1;Medellin;Itagui;Al Trabajo
Itagui;1;Itagui;Medellin;Regreso a casa
Itagui;2;Itagui;Medellin;Al Trabajo
Medellin;2;Medellin;Itagui;Regreso a casa
Itagui;3;Itagui;Itagui;Diligencia o tr√°mite
Itagui;3;Itagui;Itagui;Regreso a casa
Medellin;3;Medellin;Medellin;Al Trabajo
Itagui;2;Itagui;Bello;Estudio
Bello;2;Bello;Itagui;Regreso a casa
Itagui;2;Itagui;Itagui;Estudio
Itagui;3;Itagui;La Estrella;Al Trabajo
La Estrella;3;La Estrella;Itagui;Regreso a casa
Medellin;3;Medellin;Medellin;Diligencia o tr√°mite
Medellin;3;Medellin;Medellin;Estudio
Medellin;3;Medellin;Medellin;Regreso a casa
Itagui;3;Itagui;Sabaneta;Recreaci√≥n
Sabaneta;3;Sabaneta;Itagui;Recoger o dejar a alguien
Itagui;3;Itagui;Sabaneta;Recoger o dejar a alguien
Sabaneta;3;Sabaneta;Itagui;Regreso a casa
Itagui;3;Itagui;Envigado;Al Trabajo
Envigado;3;Envigado;Itagui;Regreso a casa
Itagui;3;Itagui;Itagui;Al Trabajo
Guarne;2;Guarne;Itagui;Regreso a casa
Itagui;2;Itagui;Guarne;Al Trabajo
Itagui;2;Itagui;Bello;Al Trabajo
Itagui;2;Itagui;Itagui;Al Trabajo
Itagui;2;Itagui;Itagui;Regreso a casa
Itagui;3;Itagui;Carmen de Vivoral;Al Trabajo
Carmen de Vivoral;3;Carmen de Vivoral;Itagui;Regreso a casa
Medellin;2;Medellin;Medellin;Otro
Bello;4;Bello;Medellin;Al Trabajo
Medellin;4;Medellin;Bello;Regreso a casa
Bello;3;Bello;Medellin;Diligencia o tr√°mite
Medellin;3;Medellin;Bello;Regreso a casa
Bello;3;Bello;Bello;Al Trabajo
Bello;3;Bello;Bello;Regreso a casa
Bello;2;Bello;Medellin;Al Trabajo
Medellin;2;Medellin;Bello;Regreso a casa
Bello;1;Bello;Bello;Estudio
Bello;1;Bello;Bello;Recreaci√≥n
Itagui;3;Itagui;Itagui;Estudio
Itagui;3;Itagui;Sabaneta;Al Trabajo
Itagui;3;Itagui;La Ceja;Al Trabajo
La Ceja;3;La Ceja;Itagui;Regreso a casa
Medellin;2;Medellin;Itagui;Al Trabajo
Itagui;2;Itagui;Medellin;Regreso a casa
Itagui;3;Itagui;Medellin;Estudio
Itagui;3;Itagui;Medellin;Recreaci√≥n
Medellin;2;Medellin;Medellin;Estudio
Medellin;2;Medellin;Envigado;Otro
Envigado;2;Envigado;Medellin;Regreso a casa
Medellin;2;Medellin;Medellin;Recoger o dejar a alguien
Medellin;2;Medellin;Bello;Al Trabajo
Bello;2;Bello;Medellin;Almuerzo
Bello;2;Bello;Medellin;Regreso a casa
Medellin;2;Medellin;La Estrella;Al Trabajo
La Estrella;2;La Estrella;Medellin;Regreso a casa
Medellin;2;Medellin;Itagui;Estudio
Itagui;2;Itagui;Envigado;Al Trabajo
Envigado;2;Envigado;Itagui;Regreso a casa
Envigado;4;Envigado;Medellin;Estudio
Medellin;4;Medellin;Envigado;Regreso a casa
Medellin;1;Medellin;Medellin;Al Trabajo
Medellin;1;Medellin;Medellin;Regreso a casa
Medellin;2;Medellin;Medellin;Diligencia o tr√°mite
Itagui;3;Itagui;Medellin;Compras
Itagui;3;Itagui;Guarne;Al Trabajo
Guarne;3;Guarne;Itagui;Regreso a casa
Envigado;2;Envigado;Medellin;Al Trabajo
Medellin;2;Medellin;Envigado;Regreso a casa
Envigado;2;Envigado;Envigado;Al Trabajo
Envigado;2;Envigado;Envigado;Regreso a casa
Medellin;3;Medellin;Itagui;Almuerzo
Bello;1;Bello;Bello;Regreso a casa
Bello;1;Bello;Bello;Recoger o dejar a alguien
Bello;3;Bello;Medellin;Recoger o dejar a alguien
Bello;3;Bello;Medellin;Al Trabajo
Envigado;3;Envigado;Copacabana;Al Trabajo
Copacabana;3;Copacabana;Envigado;Regreso a casa
Envigado;3;Envigado;Sabaneta;Al Trabajo
Sabaneta;3;Sabaneta;Envigado;Regreso a casa
Bello;3;Bello;Medellin;Acompa√±ar a alguien
Bello;3;Bello;Medellin;Salud
Bello;4;Bello;La Ceja;Al Trabajo
La Ceja;4;La Ceja;Bello;Regreso a casa
Bello;1;Bello;Bello;Al Trabajo
Bello;1;Bello;Medellin;Al Trabajo
Medellin;1;Medellin;Bello;Regreso a casa
Bello;3;Bello;Bello;Diligencia o tr√°mite
Bello;3;Bello;Barbosa;Diligencia o tr√°mite
Barbosa;3;Barbosa;Bello;Diligencia o tr√°mite
Bello;3;Bello;Girardota;Al Trabajo
Girardota;3;Girardota;Bello;Regreso a casa
Medellin;1;Medellin;Medellin;Salud
Medellin;1;Medellin;Bello;Al Trabajo
Bello;1;Bello;Medellin;Regreso a casa
Medellin;1;Medellin;Envigado;Al Trabajo
Envigado;1;Envigado;Medellin;Estudio
Medellin;1;Medellin;Medellin;Estudio
Envigado;4;Envigado;Envigado;Al Trabajo
Envigado;4;Envigado;Envigado;Regreso a casa
Envigado;4;Envigado;Itagui;Al Trabajo
Itagui;4;Itagui;Envigado;Almuerzo
Medellin;1;Medellin;Medellin;Compras
Itagui;2;Itagui;Medellin;Estudio
Medellin;1;Medellin;Medellin;Acompa√±ar a alguien
Medellin;1;Medellin;Itagui;Estudio
Itagui;1;Itagui;Medellin;Recoger o dejar a alguien
Medellin;2;Medellin;Sabaneta;Al Trabajo
Sabaneta;2;Sabaneta;Medellin;Regreso a casa
Medellin;2;Medellin;Medellin;Salud
Envigado;3;Envigado;Envigado;Al Trabajo
Envigado;3;Envigado;Envigado;Regreso a casa
Envigado;3;Envigado;Medellin;Al Trabajo
Medellin;3;Medellin;Envigado;Regreso a casa
Envigado;3;Envigado;Itagui;Estudio
Itagui;3;Itagui;Envigado;Regreso a casa
Envigado;2;Envigado;Envigado;Recoger o dejar a alguien
Medellin;1;Medellin;Marinilla;Al Trabajo
Marinilla;1;Marinilla;Medellin;Regreso a casa
Envigado;1;Envigado;Medellin;Regreso a casa
Medellin;2;Medellin;Itagui;Recoger o dejar a alguien
Envigado;4;Envigado;Copacabana;Al Trabajo
Copacabana;4;Copacabana;Envigado;Regreso a casa
Medellin;2;Medellin;Envigado;Al Trabajo
Envigado;4;Envigado;Medellin;Al Trabajo
Bello;2;Bello;Sabaneta;Al Trabajo
Sabaneta;2;Sabaneta;Bello;Regreso a casa
Envigado;3;Envigado;Medellin;Recoger o dejar a alguien
Medellin;3;Medellin;Envigado;Recoger o dejar a alguien
Envigado;3;Envigado;Medellin;Estudio
Bello;2;Bello;Girardota;Al Trabajo
Girardota;2;Girardota;Bello;Regreso a casa
Bello;2;Bello;Medellin;Estudio
Medellin;1;Medellin;Medellin;Recoger o dejar a alguien
Medellin;1;Medellin;Medellin;Diligencia o tr√°mite
Medellin;1;Medellin;Sabaneta;Al Trabajo
Sabaneta;1;Sabaneta;Medellin;Regreso a casa
Rionegro;3;Rionegro;Medellin;Regreso a casa
Medellin;3;Medellin;Rionegro;Al Trabajo
Medellin;3;Medellin;Medellin;Recoger o dejar a alguien
Medellin;1;Medellin;Rionegro;Al Trabajo
Rionegro;1;Rionegro;Medellin;Regreso a casa
Medellin;2;Medellin;Medellin;Recreaci√≥n
Medellin;1;Medellin;Girardota;Al Trabajo
Girardota;1;Girardota;Medellin;Regreso a casa
Medellin;2;Medellin;Girardota;Al Trabajo
Girardota;2;Girardota;Medellin;Regreso a casa
Bello;1;Bello;Copacabana;Al Trabajo
Copacabana;1;Copacabana;Bello;Regreso a casa
Bello;1;Bello;Rionegro;Al Trabajo
Rionegro;1;Rionegro;Bello;Regreso a casa
Bello;1;Bello;Medellin;Recreaci√≥n
Bello;2;Bello;Bello;Al Trabajo
Bello;2;Bello;Bello;Regreso a casa
Medellin;3;Medellin;Medellin;Recreaci√≥n
Bello;2;Bello;Medellin;Diligencia o tr√°mite
Medellin;2;Medellin;Rionegro;Al Trabajo
Rionegro;2;Rionegro;Medellin;Regreso a casa
Medellin;2;Medellin;La Uni√≥n;Al Trabajo
La Uni√≥n;2;La Uni√≥n;Medellin;Regreso a casa
Medellin;2;Medellin;Itagui;Diligencia o tr√°mite
Medellin;3;Medellin;Itagui;Al Trabajo
Itagui;3;Itagui;Medellin;Regreso a casa
Medellin;2;Medellin;Itagui;Compras
Bello;2;Bello;Itagui;Al Trabajo
Itagui;2;Itagui;Bello;Regreso a casa
Bello;4;Bello;Bello;Al Trabajo
Bello;4;Bello;Bello;Regreso a casa
Bello;3;Bello;Medellin;Estudio
Bello;3;Bello;Medellin;Otro
Bello;3;Bello;Itagui;Diligencia o tr√°mite
Itagui;3;Itagui;Bello;Regreso a casa
Bello;3;Bello;Copacabana;Al Trabajo
Copacabana;3;Copacabana;Bello;Regreso a casa
Medellin;1;Medellin;Medellin;Otro
Medellin;3;Medellin;Medellin;Otro
Medellin;2;Medellin;Copacabana;Al Trabajo
Copacabana;2;Copacabana;Medellin;Regreso a casa
Medellin;2;Medellin;Bello;Otro
Envigado;3;Envigado;Envigado;Recoger o dejar a alguien
Envigado;3;Envigado;Envigado;Estudio
Medellin;3;Medellin;Envigado;Al Trabajo
Envigado;3;Envigado;Medellin;Regreso a casa
Medellin;3;Medellin;Bello;Al Trabajo
Bello;3;Bello;Medellin;Regreso a casa
Envigado;4;Envigado;Envigado;Estudio
Bello;2;Bello;Marinilla;Al Trabajo
Marinilla;2;Marinilla;Bello;Regreso a casa
Bello;3;Bello;Bello;Estudio
Bello;3;Bello;Municipios Occidente;Diligencia o tr√°mite
Municipios Occidente;3;Municipios Occidente;Bello;Regreso a casa
Bello;3;Bello;Rionegro;Al Trabajo
Rionegro;3;Rionegro;Bello;Regreso a casa
Envigado;3;Envigado;Medellin;Recreaci√≥n
Medellin;1;Medellin;Itagui;Diligencia o tr√°mite
Medellin;3;Medellin;Medellin;Almuerzo
Envigado;2;Envigado;Itagui;Al Trabajo
Itagui;2;Itagui;Envigado;Regreso a casa
Bello;2;Bello;San Carlos;Diligencia o tr√°mite
San Carlos;2;San Carlos;Bello;Regreso a casa
Bello;1;Bello;Itagui;Al Trabajo
Itagui;1;Itagui;Bello;Regreso a casa
Bello;1;Bello;Caldas;Al Trabajo
Caldas;1;Caldas;Bello;Regreso a casa
Envigado;2;Envigado;Envigado;Almuerzo
Envigado;2;Envigado;Envigado;Compras
Medellin;1;Medellin;Caldas;Salud
Caldas;1;Caldas;Medellin;Regreso a casa
Envigado;2;Envigado;Medellin;Estudio
Andes;1;Andes;Medellin;Al Trabajo
Bello;4;Bello;Copacabana;Al Trabajo
Copacabana;4;Copacabana;Bello;Regreso a casa
Bello;3;Bello;Girardota;Diligencia o tr√°mite
Envigado;4;Envigado;Girardota;Al Trabajo
Girardota;4;Girardota;Envigado;Regreso a casa
Bello;3;Bello;Itagui;Al Trabajo
Medellin;3;Medellin;Medellin;Salud
Bello;3;Bello;Envigado;Al Trabajo
Envigado;3;Envigado;Bello;Regreso a casa
Bello;4;Bello;Bello;Estudio
Bello;4;Bello;Bello;Recreaci√≥n
Bello;4;Bello;Medellin;Estudio
Bello;2;Bello;Envigado;Diligencia o tr√°mite
Envigado;2;Envigado;Bello;Regreso a casa
Bello;1;Bello;Bello;Diligencia o tr√°mite
Envigado;3;Envigado;Itagui;Recreaci√≥n
Bello;4;Bello;Caldas;Al Trabajo
Caldas;4;Caldas;Bello;Regreso a casa
Bello;3;Bello;Bello;Recoger o dejar a alguien
Medellin;4;Medellin;Medellin;Recreaci√≥n
Envigado;2;Envigado;Bello;Al Trabajo
Bello;2;Bello;Envigado;Regreso a casa
Envigado;3;Envigado;Itagui;Al Trabajo
Envigado;3;Envigado;Itagui;Compras
Bello;2;Bello;Bello;Acompa√±ar a alguien
Bello;2;Bello;Envigado;Al Trabajo
Bello;1;Bello;Bello;Compras
Medellin;2;Medellin;Bello;Recoger o dejar a alguien
Medellin;4;Medellin;Medellin;Estudio
Bello;4;Bello;Bello;Acompa√±ar a alguien
Bello;4;Bello;Municipios Occidente;Al Trabajo
Municipios Occidente;4;Municipios Occidente;Bello;Regreso a casa
Bello;4;Bello;Bello;Salud
Bello;4;Bello;Medellin;Recreaci√≥n
Rionegro;4;Rionegro;Bello;Al Trabajo
Bello;2;Bello;Bello;Compras
Bello;1;Bello;Medellin;Estudio
Bello;3;Bello;Bello;Recreaci√≥n
Bello;2;Bello;Medellin;Acompa√±ar a alguien
Bello;1;Bello;Medellin;Recoger o dejar a alguien
Bello;1;Bello;Pereira;Recreaci√≥n
Bello;1;Bello;Medellin;Salud
Bello;1;Bello;Bello;Acompa√±ar a alguien
Medellin;4;Medellin;Bello;Al Trabajo
Bello;2;Bello;Municipios Norte;Al Trabajo
Municipios Norte;2;Municipios Norte;Bello;Regreso a casa
Envigado;2;Envigado;Envigado;Diligencia o tr√°mite
Envigado;2;Envigado;Envigado;Estudio
Bello;3;Bello;Barbosa;Al Trabajo
Barbosa;3;Barbosa;Bello;Regreso a casa
Bello;3;Bello;T√°mesis;Al Trabajo
T√°mesis;3;T√°mesis;Bello;Regreso a casa
Bello;3;Bello;Medellin;Compras
Bello;1;Bello;Medellin;Diligencia o tr√°mite
Bello;1;Bello;Itagui;Otro
Envigado;2;Envigado;Medellin;Recreaci√≥n
Bello;3;Bello;Caldas;Al Trabajo
Caldas;3;Caldas;Bello;Regreso a casa
Medellin;1;Medellin;Sabaneta;Recreaci√≥n
Sabaneta;1;Sabaneta;Bello;Regreso a casa
Bello;1;Bello;Rionegro;Regreso a casa
Rionegro;1;Rionegro;Bello;Al Trabajo
Bello;2;Bello;Medellin;Recreaci√≥n
Itagui;1;Itagui;Medellin;Al Trabajo
Bello;3;Bello;Copacabana;Otro
Bello;2;Bello;Medellin;Compras
Bello;3;Bello;-;Al Trabajo
Bello;3;Bello;Guarne;Al Trabajo
Guarne;3;Guarne;Bello;Regreso a casa
Bello;2;Bello;Barbosa;Al Trabajo
Barbosa;2;Barbosa;Bello;Regreso a casa
Bello;1;Bello;Guatape Pe√±ol;Al Trabajo
Guatape Pe√±ol;1;Guatape Pe√±ol;Bello;Regreso a casa
Bello;2;Bello;Bello;Estudio
Bello;1;Bello;Municipios del Sur;Al Trabajo
Municipios del Sur;1;Municipios del Sur;Bello;Regreso a casa
Bello;3;Bello;Bello;Compras
Medellin;2;Medellin;Bello;Almuerzo
Bello;2;Bello;Caldas;Al Trabajo
Caldas;2;Caldas;Bello;Regreso a casa
Bello;1;Bello;Sabaneta;Diligencia o tr√°mite
Sabaneta;1;Sabaneta;Bello;Al Trabajo
Bello;1;Bello;Envigado;Al Trabajo
Envigado;1;Envigado;Bello;Regreso a casa
Medellin;3;Medellin;Bello;Almuerzo
Bello;1;Bello;Caldas;Recreaci√≥n
Bello;2;Bello;Bello;Recreaci√≥n
Envigado;2;Envigado;Medellin;Diligencia o tr√°mite
Bello;2;Bello;Bello;Diligencia o tr√°mite
Bello;1;Bello;Medellin;Acompa√±ar a alguien
Bello;2;Bello;Bello;Salud
Bello;2;Bello;Bello;Almuerzo
Medellin;1;Medellin;Bello;Recoger o dejar a alguien
Girardota;1;Girardota;Bello;Regreso a casa
Medellin;2;Medellin;Caldas;Al Trabajo
Bello;2;Bello;Copacabana;Al Trabajo
Copacabana;2;Copacabana;Bello;Regreso a casa
Bello;3;Bello;Bello;Almuerzo
Bello;2;Bello;La Estrella;Al Trabajo
La Estrella;2;La Estrella;Bello;Regreso a casa
Bello;1;Bello;Sabaneta;Al Trabajo
Envigado;4;Envigado;Sabaneta;Estudio
Sabaneta;4;Sabaneta;Envigado;Regreso a casa
Barbosa;1;Barbosa;Bello;Otro
Copacabana;2;Copacabana;Bello;Diligencia o tr√°mite
Bello;3;Bello;Medellin;Recreaci√≥n
Yolombo;1;Yolombo;Bello;Regreso a casa
Bello;1;Bello;Girardota;Al Trabajo
Bello;3;Bello;Sabaneta;Estudio
Sabaneta;3;Sabaneta;Bello;Regreso a casa
Bello;1;Bello;Bello;Otro
Bello;2;Bello;Municipios Occidente;Al Trabajo
Bello;2;Bello;Barbosa;Diligencia o tr√°mite
Bello;1;Bello;El Pe√±ol;Al Trabajo
Bello;3;Bello;Municipios Occidente;Al Trabajo
La Estrella;4;La Estrella;Caldas;Estudio
Caldas;4;Caldas;La Estrella;Regreso a casa
